image_path,body_part,class_name,file_name,extension,disease_label,body_part_label,split
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img1069.jpg,Torso,Diseased Torso,img1069.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_323.png,Torso,Diseased Torso,Lumpy_Skin_323.png,.png,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\IMG-20220830-WA0252_jpg.rf.c876e958d98589064d13b11cd9cf4e05.jpg,Torso,Diseased Torso,IMG-20220830-WA0252_jpg.rf.c876e958d98589064d13b11cd9cf4e05.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\HolsteinFriesiancattle39.jpg,Torso,Normal Torso,HolsteinFriesiancattle39.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img2220_jpg.rf.a2bb38056df3aedfcbffedea082dbe9f.jpg,Torso,Diseased Torso,img2220_jpg.rf.a2bb38056df3aedfcbffedea082dbe9f.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_713.png,Torso,Normal Torso,Normal_Skin_713.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_609.png,Torso,Normal Torso,Normal_Skin_609.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img1035.jpg,Torso,Diseased Torso,img1035.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_393.png,Torso,Normal Torso,Normal_Skin_393.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_220_png.rf.860edc7ef88c12d0c3071b49543850ae.jpg,Torso,Diseased Torso,Lumpy_Skin_220_png.rf.860edc7ef88c12d0c3071b49543850ae.jpg,.jpg,1,2,train
